foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_TOCplus
4.077e-05,6.056e-05,2.367e-04,7.092e-05,4.560e-05,2.584e-05,1.146e-05,3.034e-05
1.059e-04,4.101e-05,1.174e-04,1.429e-04,2.424e-04,1.235e-04,2.017e-05,4.132e-05
6.604e-05,1.626e-04,1.283e-04,1.740e-04,2.007e-04,2.491e-05,8.419e-07,3.280e-05
7.951e-05,1.349e-04,1.682e-04,1.811e-04,1.411e-04,4.116e-05,5.666e-05,6.080e-06
1.546e-04,1.867e-04,2.086e-04,1.250e-04,4.297e-05,4.274e-05,1.493e-05,5.677e-06
2.354e-04,1.540e-04,2.364e-04,9.339e-05,3.284e-05,1.182e-04,5.726e-05,3.846e-05
2.095e-04,1.099e-04,2.496e-04,4.507e-05,8.619e-05,1.911e-04,1.088e-04,5.865e-05
7.403e-05,5.245e-05,2.503e-04,4.630e-05,1.627e-05,2.102e-04,2.206e-05,6.129e-05
1.060e-04,2.861e-06,2.429e-04,4.178e-05,1.012e-04,1.856e-04,1.387e-05,7.346e-05
6.557e-05,1.791e-04,2.301e-04,6.924e-05,7.451e-05,1.150e-04,1.032e-05,7.045e-05
7.427e-05,1.030e-04,2.175e-04,1.503e-04,1.693e-05,8.893e-05,1.988e-05,2.444e-05
7.164e-05,1.264e-04,2.065e-04,1.491e-04,1.085e-04,3.091e-05,1.461e-05,1.341e-06
8.833e-05,9.394e-05,1.934e-04,1.428e-04,1.469e-04,1.320e-05,1.186e-05,1.165e-05
1.115e-04,5.436e-05,1.805e-04,1.095e-04,5.591e-05,1.240e-05,2.471e-05,1.104e-05
6.866e-05,7.868e-05,1.647e-04,1.536e-04,1.746e-05,4.160e-05,4.610e-05,2.012e-05
6.497e-05,1.953e-04,1.467e-04,1.420e-04,3.389e-05,9.668e-05,3.710e-05,2.861e-06
1.299e-05,2.952e-04,1.305e-04,1.306e-04,5.317e-05,1.376e-04,3.487e-06,3.824e-05
3.314e-05,2.680e-04,1.162e-04,1.312e-04,9.930e-05,1.855e-04,6.869e-06,2.815e-05
6.747e-05,1.535e-04,1.029e-04,1.267e-04,1.505e-04,2.362e-04,8.125e-06,8.136e-06
3.576e-06,6.437e-06,9.036e-05,1.203e-04,1.638e-04,2.615e-04,2.182e-05,5.297e-05
9.298e-06,6.080e-05,8.053e-05,1.198e-04,1.003e-04,6.381e-05,2.321e-05,6.926e-05
2.073e-04,2.544e-04,6.038e-05,6.821e-05,3.856e-04,1.240e-04,1.402e-05,3.597e-05
