tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
27.810896,0.009605236,11448.086,0.000121530946,0.023756398,0.0022244274,0.06120623,0.9365511,0.98098236
27.998041,0.009557331,11449.459,0.00011830303,0.023334974,0.00217407,0.059814584,0.9350057,0.9810003
28.185514,0.009509662,11450.795,0.0001151611,0.02292057,0.0021248101,0.0584545,0.9334687,0.9810183
28.373287,0.009462234,11452.097,0.00011210307,0.022513159,0.0020766328,0.057125404,0.93193954,0.9810362
28.561378,0.009415039,11453.363,0.00010912647,0.02211258,0.0020295097,0.055826504,0.9304186,0.9810541
28.749765,0.009368082,11454.597,0.00010622931,0.021718744,0.0019834214,0.054557145,0.9289052,0.981072
28.938437,0.009321357,11455.797,0.00010340927,0.021331532,0.0019383439,0.05331663,0.92739934,0.9810899
29.127401,0.009274867,11456.966,0.00010066443,0.020950846,0.001894257,0.05210434,0.9259009,0.9811077
29.316656,0.009228608,11458.104,9.799271e-05,0.020576578,0.0018511388,0.0509196,0.9244099,0.98112553
29.50618,0.009182579,11459.212,9.539209e-05,0.020208633,0.0018089695,0.0497618,0.92292666,0.9811433
29.695978,0.00913678,11460.291,9.2860784e-05,0.019846903,0.0017677286,0.048630323,0.921451,0.981161
29.886044,0.00909121,11461.341,9.0396825e-05,0.019491296,0.0017273964,0.047524583,0.91998273,0.9811787
30.076357,0.009045868,11462.363,8.799859e-05,0.01914175,0.0016879576,0.04644402,0.9185222,0.9811964
30.266933,0.00900075,11463.358,8.5664054e-05,0.018798096,0.0016493854,0.045387972,0.91706926,0.98121405
30.45776,0.008955859,11464.327,8.339165e-05,0.018460311,0.001611669,0.044355948,0.91562414,0.98123163
30.648817,0.008911191,11465.2705,8.1179736e-05,0.018128235,0.0015747835,0.043347377,0.9141866,0.98124915
30.840128,0.008866744,11466.189,7.9026635e-05,0.017801808,0.0015387142,0.04236175,0.9127568,0.9812667
31.031656,0.008822522,11467.083,7.6930875e-05,0.017480977,0.0015034468,0.041398562,0.9113346,0.98128414
31.223408,0.008778521,11467.953,7.4890886e-05,0.017165583,0.0014689584,0.04045729,0.9099203,0.9813016
31.415377,0.008734738,11468.801,7.29051e-05,0.016855609,0.0014352382,0.0395374,0.90851355,0.98131895
31.607561,0.008691175,11469.626,7.097215e-05,0.016550897,0.0014022635,0.038638443,0.90711445,0.9813363
31.799957,0.0086478265,11470.43,6.909047e-05,0.016251402,0.0013700217,0.037759893,0.90572286,0.9813536
31.99257,0.008604695,11471.211,6.725884e-05,0.015957035,0.0013384967,0.0369013,0.9043393,0.98137087
32.185375,0.008561777,11471.973,6.5475826e-05,0.015667712,0.0013076729,0.03606223,0.9029634,0.98138803
32.37837,0.008519074,11472.714,6.374022e-05,0.015383362,0.0012775363,0.03524224,0.90159464,0.9814052
32.571533,0.008476586,11473.436,6.205079e-05,0.015103897,0.0012480719,0.034440942,0.90023285,0.9814223
32.7649,0.008434308,11474.138,6.0406233e-05,0.014829215,0.0012192626,0.03365783,0.8988779,0.98143935
32.958427,0.008392241,11474.822,5.8805308e-05,0.014559289,0.0011910987,0.032892533,0.8975302,0.9814564
33.152134,0.008350385,11475.487,5.7246925e-05,0.014293993,0.0011635624,0.03214463,0.89618975,0.9814733
33.345997,0.008308738,11476.136,5.5729954e-05,0.014033301,0.0011366442,0.031413745,0.89485645,0.98149025
33.540012,0.008267297,11476.767,5.4253258e-05,0.013777088,0.0011103263,0.030699482,0.89353037,0.9815071
33.734184,0.008226066,11477.381,5.2815798e-05,0.013525306,0.0010845982,0.030001473,0.89221174,0.9815239
33.92851,0.008185037,11477.9795,5.141642e-05,0.013277887,0.0010594471,0.029319307,0.89090014,0.9815407
34.12297,0.008144215,11478.562,5.005426e-05,0.013034758,0.0010348605,0.028652666,0.88959575,0.98155737
34.317574,0.008103594,11479.129,4.8728165e-05,0.0127958255,0.0010108242,0.02800116,0.8882983,0.981574
34.512306,0.008063178,11479.681,4.7437326e-05,0.0125610465,0.0009873285,0.027364487,0.88700706,0.98159057
34.707157,0.008022964,11480.218,4.618077e-05,0.01233035,0.0009643615,0.026742307,0.88572264,0.9816071
34.90214,0.007982948,11480.741,4.4957458e-05,0.01210367,0.0009419113,0.026134232,0.884445,0.9816236
35.09724,0.007943131,11481.25,4.376663e-05,0.01188092,0.0009199652,0.025539987,0.8831742,0.98164
35.29245,0.0079035135,11481.746,4.260738e-05,0.011662061,0.0008985147,0.024959242,0.88191,0.9816564
