foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_TOCplus
2.242e-04,1.130e-04,2.166e-04,2.187e-05,1.184e-04,1.116e-04,4.360e-05,1.739e-04
3.283e-04,4.230e-04,1.183e-04,2.073e-04,3.254e-04,3.231e-05,9.736e-05,1.063e-04
5.130e-04,7.546e-04,9.716e-05,2.225e-05,7.395e-04,3.110e-04,1.512e-05,1.406e-04
5.405e-04,1.089e-03,9.799e-05,5.096e-04,6.992e-04,1.945e-04,5.245e-06,6.545e-05
3.914e-04,1.011e-03,1.011e-04,6.829e-05,8.460e-04,5.023e-04,1.061e-05,1.074e-04
2.990e-04,1.226e-03,1.109e-04,2.324e-04,1.190e-03,4.511e-04,8.094e-05,5.066e-05
6.542e-04,1.641e-03,1.773e-04,1.062e-04,9.477e-04,2.339e-04,2.616e-04,1.338e-04
9.458e-04,2.426e-03,1.518e-04,1.050e-04,1.006e-03,2.446e-04,8.368e-05,8.500e-05
1.346e-03,2.851e-03,1.389e-04,1.407e-04,1.390e-03,5.274e-04,1.459e-05,1.703e-04
1.248e-03,2.922e-03,1.193e-04,3.535e-04,1.735e-03,5.789e-04,1.891e-04,2.781e-05
1.439e-03,3.460e-03,9.048e-05,3.817e-04,1.784e-03,7.176e-04,1.414e-04,2.666e-04
1.705e-03,4.159e-03,5.603e-05,2.847e-04,2.040e-03,8.618e-04,5.470e-05,1.164e-04
1.780e-03,4.275e-03,3.278e-05,2.499e-04,2.104e-03,7.943e-04,3.290e-05,1.544e-04
1.896e-03,4.402e-03,1.389e-05,2.449e-04,2.293e-03,8.857e-04,1.240e-04,1.223e-04
1.944e-03,4.700e-03,7.212e-06,2.617e-04,2.233e-03,8.816e-04,1.111e-04,1.802e-04
1.933e-03,5.095e-03,5.543e-06,3.198e-04,2.204e-03,8.981e-04,1.512e-04,1.979e-04
1.929e-03,5.451e-03,1.073e-05,3.573e-04,2.139e-03,9.263e-04,1.163e-04,1.443e-04
1.976e-03,5.756e-03,2.056e-05,3.164e-04,2.138e-03,1.055e-03,1.423e-05,2.798e-05
1.873e-03,6.112e-03,2.331e-05,2.280e-04,2.257e-03,1.023e-03,1.279e-05,1.229e-04
2.056e-03,6.555e-03,2.611e-05,3.375e-04,2.287e-03,9.713e-04,1.480e-05,9.978e-05
2.107e-03,6.650e-03,3.093e-05,4.210e-04,2.261e-03,9.377e-04,6.451e-05,1.456e-04
2.163e-03,6.793e-03,3.380e-05,4.648e-04,2.244e-03,8.886e-04,5.487e-05,1.036e-04
2.301e-03,6.948e-03,3.284e-05,5.902e-04,2.103e-03,8.874e-04,1.241e-05,1.432e-04
2.352e-03,6.864e-03,2.766e-05,5.755e-04,2.352e-03,1.087e-03,4.892e-05,1.197e-04
2.399e-03,6.866e-03,3.129e-05,5.645e-04,2.261e-03,9.481e-04,2.808e-05,1.876e-04
2.501e-03,6.907e-03,2.855e-05,7.044e-04,2.234e-03,9.712e-04,2.523e-04,4.120e-04
2.509e-03,6.867e-03,2.801e-05,7.970e-04,2.211e-03,1.134e-03,1.854e-04,3.244e-04
2.730e-03,7.034e-03,3.940e-05,8.441e-04,2.292e-03,1.082e-03,1.036e-05,2.822e-04
2.721e-03,7.082e-03,4.512e-05,8.142e-04,2.400e-03,1.212e-03,1.058e-04,2.532e-04
2.727e-03,7.341e-03,4.882e-05,7.673e-04,2.243e-03,1.167e-03,8.709e-05,2.844e-04
2.728e-03,7.615e-03,4.923e-05,5.764e-04,2.246e-03,1.103e-03,1.721e-06,2.175e-04
3.051e-03,7.949e-03,3.999e-05,5.810e-04,2.537e-03,1.125e-03,3.862e-05,2.111e-04
3.031e-03,7.759e-03,3.862e-05,6.499e-04,2.513e-03,1.015e-03,5.373e-05,3.298e-04
2.981e-03,7.791e-03,3.082e-05,7.121e-04,2.440e-03,9.270e-04,8.021e-05,3.992e-04
2.898e-03,7.862e-03,1.848e-05,7.367e-04,2.426e-03,9.464e-04,6.328e-05,3.677e-04
3.022e-03,7.961e-03,2.521e-05,7.995e-04,2.380e-03,9.398e-04,2.333e-05,2.537e-04
3.009e-03,7.839e-03,3.523e-05,8.344e-04,2.345e-03,1.007e-03,1.064e-04,2.519e-04
3.149e-03,7.725e-03,4.870e-05,8.687e-04,2.311e-03,1.001e-03,3.908e-05,3.236e-04
2.677e-03,7.312e-03,6.253e-05,6.889e-04,2.439e-03,8.404e-04,1.471e-05,3.198e-04
2.688e-03,7.544e-03,8.500e-05,7.833e-04,2.321e-03,7.293e-04,1.389e-05,4.064e-04
2.644e-03,7.620e-03,9.304e-05,8.626e-04,2.214e-03,6.559e-04,9.164e-07,4.983e-04
2.718e-03,7.726e-03,9.960e-05,8.716e-04,2.113e-03,7.870e-04,8.072e-05,4.769e-04
2.722e-03,7.491e-03,9.876e-05,8.336e-04,2.027e-03,7.751e-04,1.506e-04,4.466e-04
2.732e-03,7.326e-03,9.221e-05,7.789e-04,2.202e-03,9.917e-04,2.733e-05,2.649e-04
2.828e-03,7.394e-03,9.120e-05,8.236e-04,2.252e-03,1.134e-03,5.911e-05,3.253e-04
2.892e-03,7.354e-03,9.680e-05,9.821e-04,2.452e-03,1.374e-03,2.263e-04,4.520e-04
2.916e-03,7.301e-03,1.252e-04,9.482e-04,2.288e-03,1.353e-03,2.167e-04,4.801e-04
2.943e-03,7.265e-03,1.530e-04,8.567e-04,2.099e-03,1.342e-03,5.426e-05,5.517e-04
2.967e-03,7.219e-03,1.728e-04,8.310e-04,1.963e-03,1.325e-03,4.098e-06,5.486e-04
3.015e-03,7.154e-03,1.901e-04,7.963e-04,1.890e-03,1.284e-03,1.185e-05,5.933e-04
2.932e-03,7.035e-03,2.069e-04,7.246e-04,2.065e-03,1.443e-03,8.246e-05,5.953e-04
2.951e-03,7.162e-03,2.114e-04,7.375e-04,2.085e-03,1.482e-03,9.575e-05,5.585e-04
3.043e-03,7.354e-03,2.104e-04,7.466e-04,2.080e-03,1.412e-03,1.175e-04,6.192e-04
3.106e-03,7.386e-03,2.053e-04,7.608e-04,2.071e-03,1.335e-03,1.412e-04,6.784e-04
3.112e-03,7.326e-03,1.987e-04,8.447e-04,2.014e-03,1.285e-03,1.158e-04,6.705e-04
3.154e-03,7.344e-03,1.867e-04,8.410e-04,1.980e-03,1.262e-03,1.123e-04,6.564e-04
3.159e-03,7.374e-03,1.713e-04,8.990e-04,1.825e-03,1.107e-03,1.830e-04,5.955e-04
3.271e-03,7.613e-03,1.531e-04,8.473e-04,1.707e-03,1.108e-03,1.559e-04,5.656e-04
3.309e-03,7.654e-03,1.394e-04,7.617e-04,1.649e-03,1.203e-03,1.312e-04,5.994e-04
3.331e-03,7.639e-03,1.330e-04,7.038e-04,1.713e-03,1.389e-03,1.004e-04,5.769e-04
3.377e-03,7.679e-03,1.484e-04,7.034e-04,1.914e-03,1.510e-03,1.495e-04,4.036e-04
3.232e-03,7.704e-03,1.627e-04,7.146e-04,1.966e-03,1.579e-03,1.113e-04,4.465e-04
3.195e-03,7.973e-03,1.910e-04,7.420e-04,1.688e-03,1.416e-03,2.811e-05,5.896e-04
3.230e-03,8.189e-03,2.026e-04,7.425e-04,1.603e-03,1.367e-03,1.045e-04,5.550e-04
3.341e-03,8.254e-03,1.998e-04,7.696e-04,1.519e-03,1.296e-03,3.343e-05,5.342e-04
3.375e-03,8.205e-03,1.851e-04,7.952e-04,1.489e-03,1.356e-03,4.889e-05,6.322e-04
3.157e-03,8.101e-03,1.774e-04,7.436e-04,1.496e-03,1.375e-03,1.351e-04,6.334e-04
3.154e-03,8.290e-03,1.810e-04,7.192e-04,1.421e-03,1.358e-03,1.456e-04,6.378e-04
3.297e-03,8.554e-03,1.856e-04,7.746e-04,1.314e-03,1.334e-03,1.537e-04,6.718e-04
3.359e-03,8.712e-03,1.850e-04,7.473e-04,1.201e-03,1.337e-03,1.120e-04,6.882e-04
3.474e-03,8.805e-03,1.851e-04,6.910e-04,1.152e-03,1.330e-03,2.614e-05,6.806e-04
3.587e-03,8.737e-03,1.790e-04,6.881e-04,1.056e-03,1.340e-03,1.134e-05,7.069e-04
3.503e-03,8.580e-03,1.702e-04,6.435e-04,1.015e-03,1.425e-03,1.343e-05,7.476e-04
3.536e-03,8.759e-03,1.723e-04,6.076e-04,9.552e-04,1.462e-03,1.514e-05,7.902e-04
3.667e-03,8.992e-03,1.741e-04,6.860e-04,8.715e-04,1.495e-03,4.265e-05,8.120e-04
3.798e-03,9.170e-03,1.744e-04,4.715e-04,8.105e-04,1.664e-03,2.211e-05,6.230e-04
3.675e-03,9.193e-03,1.604e-04,5.481e-04,8.080e-04,1.577e-03,5.839e-05,6.094e-04
3.765e-03,9.414e-03,1.502e-04,5.456e-04,7.581e-04,1.644e-03,1.601e-04,7.851e-04
3.771e-03,9.496e-03,1.202e-04,6.420e-04,7.224e-04,1.572e-03,9.129e-05,8.026e-04
3.790e-03,9.587e-03,8.446e-05,5.658e-04,7.256e-04,1.481e-03,1.495e-05,8.022e-04
3.740e-03,9.473e-03,2.867e-05,4.982e-04,7.347e-04,1.375e-03,3.787e-05,5.318e-04
3.746e-03,9.539e-03,4.542e-05,5.570e-04,7.532e-04,1.388e-03,1.297e-05,5.577e-04
3.818e-03,9.702e-03,1.151e-04,5.931e-04,6.875e-04,1.334e-03,2.677e-05,5.574e-04
