kx,MATx,MUOx,MLOx,TATx,TOCx,zetax,chix,taux
223.00183,851.0,628.0,1323.0,1.1,0.26,1.0,0.0,0.0
227.42471,857.90106,630.85046,1324.0083,1.2174755,0.26563638,1.0,0.0,0.014888048
232.64832,864.7734,633.8622,1325.0369,1.3199483,0.27202323,1.0,0.0,0.029554427
238.54149,871.6371,637.0218,1326.0869,1.4101863,0.27905482,1.0,0.0,0.044002473
244.98547,878.5082,640.31757,1327.1597,1.4904542,0.28664473,1.0,0.0,0.058235407
251.89174,885.3992,643.73975,1328.2559,1.562604,0.2947223,1.0,0.0,0.072256446
259.2168,892.32,647.2801,1329.377,1.6281499,0.30322978,1.0,0.0,0.08606875
266.95203,899.27875,650.9313,1330.5233,1.6883292,0.31212,1.0,0.0,0.09967542
275.02216,906.2823,654.6872,1331.6962,1.744153,0.32135436,1.0,0.0,0.11307949
283.3644,913.3356,658.54236,1332.8961,1.7964474,0.33090132,1.0,0.0,0.126284
291.94772,920.44196,662.4921,1334.124,1.8458866,0.34073517,1.0,0.0,0.13929194
300.7631,927.60394,666.5324,1335.3805,1.8930206,0.35083473,1.0,0.0,0.15210623
309.79095,934.82336,670.65936,1336.666,1.9382976,0.3611828,1.0,0.0,0.16472971
319.0031,942.10126,674.86975,1337.9813,1.9820827,0.37176526,1.0,0.0,0.17716527
328.41656,949.4382,679.1605,1339.3271,2.0246725,0.38257048,1.0,0.0,0.1894157
338.0252,956.8343,683.5289,1340.7039,2.066308,0.39358896,1.0,0.0,0.20148373
347.82742,964.2898,687.9723,1342.1122,2.1071851,0.4048129,1.0,0.0,0.21337211
357.79898,971.8044,692.4884,1343.5525,2.147462,0.4162358,1.0,0.0,0.22508347
367.96558,979.3773,697.0751,1345.0253,2.187267,0.42785236,1.0,0.0,0.23662049
378.32425,987.00824,701.7302,1346.531,2.226704,0.43965805,1.0,0.0,0.24798572
388.8574,994.69617,706.45197,1348.0704,2.2658553,0.45164913,1.0,0.0,0.25918174
399.57904,1002.4401,711.2385,1349.6434,2.3047886,0.46382245,1.0,0.0,0.2702111
410.4747,1010.239,716.08795,1351.251,2.3435566,0.47617534,1.0,0.0,0.28107625
421.5428,1018.0917,720.99884,1352.8932,2.3822017,0.48870546,1.0,0.0,0.29177964
432.77365,1025.9966,725.96936,1354.5707,2.420757,0.50141084,1.0,0.0,0.3023237
444.1876,1033.9524,730.99817,1356.2836,2.4592485,0.5142896,1.0,0.0,0.31271076
455.77783,1041.9575,736.08356,1358.0323,2.4976957,0.5273403,1.0,0.0,0.32294315
467.52997,1050.0106,741.2242,1359.8174,2.536114,0.5405614,1.0,0.0,0.33302325
479.43964,1058.1099,746.41846,1361.6389,2.574514,0.5539515,1.0,0.0,0.34295326
491.50363,1066.2537,751.6651,1363.4974,2.6129034,0.5675095,1.0,0.0,0.35273546
503.7293,1074.44,756.96265,1365.393,2.6512876,0.5812341,1.0,0.0,0.36237198
516.1028,1082.6674,762.3096,1367.3262,2.6896696,0.5951242,1.0,0.0,0.37186503
528.61395,1090.9337,767.7046,1369.2971,2.7280502,0.6091786,1.0,0.0,0.38121676
541.26825,1099.237,773.1463,1371.3062,2.7664292,0.6233963,1.0,0.0,0.39042926
554.07214,1107.5758,778.63324,1373.3535,2.8048055,0.637776,1.0,0.0,0.3995046
567.0267,1115.9479,784.16406,1375.4395,2.8431768,0.65231675,1.0,0.0,0.40844482
580.1643,1124.3513,789.73755,1377.5642,2.8815398,0.6670174,1.0,0.0,0.41725194
593.491,1132.7845,795.35205,1379.7279,2.9198909,0.6818769,1.0,0.0,0.42592794
606.997,1141.2465,801.0064,1381.931,2.9582267,0.696894,1.0,0.0,0.43447477
