foc_kplus,foc_lambd,kkt_mu_fb,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_TOCplus
1.558e-04,2.282e-04,2.743e-04,1.182e-05,1.884e-05,3.111e-05,1.266e-05,6.188e-06
4.017e-05,2.632e-04,1.456e-04,3.746e-05,1.132e-05,1.311e-06,2.173e-05,3.278e-05
2.861e-06,3.743e-05,5.549e-05,5.573e-05,1.216e-05,3.910e-05,1.680e-05,2.228e-05
6.294e-05,8.249e-05,8.345e-07,9.081e-05,1.084e-04,4.172e-06,3.826e-05,4.338e-05
2.146e-05,4.983e-05,3.225e-05,5.811e-06,6.437e-05,7.832e-05,6.128e-05,3.792e-05
6.449e-05,8.559e-05,4.518e-05,1.103e-06,7.951e-05,7.224e-05,2.757e-06,1.427e-06
6.199e-06,1.614e-04,3.695e-05,4.378e-05,6.735e-05,2.694e-05,9.380e-06,1.610e-05
8.833e-05,2.389e-04,1.931e-05,1.276e-05,1.217e-04,6.676e-05,3.698e-05,2.742e-06
8.190e-05,2.937e-04,2.682e-06,1.514e-05,1.297e-04,3.397e-05,2.117e-05,3.187e-05
6.998e-05,3.736e-04,2.158e-05,1.397e-04,1.045e-04,4.876e-05,7.868e-06,2.715e-05
8.488e-05,3.340e-04,5.478e-05,5.376e-05,1.224e-04,9.322e-05,1.952e-06,6.452e-06
3.362e-05,2.925e-04,1.022e-04,4.888e-06,2.221e-04,1.292e-04,9.201e-07,1.432e-05
6.282e-05,3.066e-04,1.285e-04,7.480e-06,9.644e-05,6.545e-05,1.806e-05,2.731e-05
3.457e-05,3.705e-04,1.189e-04,8.851e-06,5.758e-05,7.236e-05,1.353e-05,1.064e-05
1.025e-05,4.256e-04,1.084e-04,7.731e-05,3.684e-05,3.612e-05,4.370e-05,2.053e-05
3.195e-05,3.140e-04,1.015e-04,5.308e-05,1.191e-04,9.763e-05,2.582e-05,4.162e-05
3.350e-05,4.032e-04,1.022e-04,9.274e-05,5.090e-05,4.220e-05,3.998e-05,1.029e-05
8.583e-05,5.193e-04,1.012e-04,4.950e-05,3.958e-05,8.941e-05,7.131e-05,2.089e-05
9.787e-05,5.884e-04,1.014e-04,1.490e-06,8.655e-05,6.378e-05,1.495e-05,5.530e-05
5.245e-06,5.178e-04,1.172e-04,5.147e-05,8.357e-05,7.093e-05,1.079e-05,1.506e-05
4.649e-06,4.375e-04,1.258e-04,4.888e-05,1.281e-04,7.677e-05,1.467e-05,1.767e-05
7.772e-05,4.344e-04,1.255e-04,2.238e-05,1.445e-04,9.882e-05,1.423e-06,3.685e-05
3.219e-06,4.811e-04,1.236e-04,1.246e-05,1.341e-04,7.594e-05,5.744e-06,2.729e-05
3.815e-05,4.861e-04,1.208e-04,9.832e-05,6.616e-05,1.550e-05,8.877e-06,8.740e-06
4.518e-05,4.342e-04,1.231e-04,9.125e-05,1.887e-04,1.414e-04,1.837e-05,1.741e-05
3.779e-05,4.470e-04,1.181e-04,1.273e-05,1.612e-04,1.009e-04,6.422e-06,1.067e-05
9.370e-05,5.035e-04,1.076e-04,6.732e-05,1.692e-04,1.570e-04,3.862e-05,2.296e-05
1.538e-05,5.083e-04,1.118e-04,8.136e-06,1.013e-04,8.476e-05,1.143e-05,1.995e-05
3.755e-05,4.580e-04,1.085e-04,2.170e-05,1.941e-04,1.260e-04,2.131e-06,6.118e-05
3.457e-06,4.089e-04,1.096e-04,1.830e-05,1.023e-04,6.092e-05,2.533e-05,2.790e-05
5.460e-05,4.299e-04,1.189e-04,2.769e-05,6.366e-05,4.816e-05,2.278e-05,4.738e-05
7.963e-05,5.038e-04,1.341e-04,5.198e-05,1.366e-04,7.868e-05,1.553e-05,2.552e-06
4.840e-05,5.260e-04,1.556e-04,3.132e-05,1.190e-04,4.292e-05,2.246e-06,8.371e-06
